Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
2013-07-16,16,July,2013,43,Adults (35-64),F,France,Moselle,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,978,2171,3149
2015-07-16,16,July,2015,43,Adults (35-64),F,France,Moselle,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,978,2171,3149
2013-11-18,18,November,2013,43,Adults (35-64),F,France,Moselle,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,978,2171,3149
2015-11-18,18,November,2015,43,Adults (35-64),F,France,Moselle,Bikes,Road Bikes,"Road-150 Red, 56",3,2171,3578,2933,6513,9446
2014-05-25,25,May,2014,43,Adults (35-64),F,France,Moselle,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,978,2171,3149
2016-05-25,25,May,2016,43,Adults (35-64),F,France,Moselle,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,978,2171,3149
2013-09-02,2,September,2013,46,Adults (35-64),F,France,Essonne,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,1264,2171,3435
2015-09-02,2,September,2015,46,Adults (35-64),F,France,Essonne,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,1264,2171,3435
2013-09-19,19,September,2013,46,Adults (35-64),M,France,Hauts de Seine,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,1157,2171,3328
2015-09-19,19,September,2015,46,Adults (35-64),M,France,Hauts de Seine,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,1157,2171,3328
2014-05-01,1,May,2014,48,Adults (35-64),M,Germany,Hamburg,Bikes,Road Bikes,"Road-250 Black, 52",1,1555,2443,717,1555,2272
2016-05-01,1,May,2016,48,Adults (35-64),M,Germany,Hamburg,Bikes,Road Bikes,"Road-250 Black, 52",1,1555,2443,717,1555,2272
2014-06-11,11,June,2014,48,Adults (35-64),M,Germany,Hamburg,Bikes,Road Bikes,"Road-250 Black, 52",1,1555,2443,717,1555,2272
2016-06-11,11,June,2016,48,Adults (35-64),M,Germany,Hamburg,Bikes,Road Bikes,"Road-250 Black, 52",1,1555,2443,717,1555,2272
2013-10-18,18,October,2013,49,Adults (35-64),M,France,Nord,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,942,2171,3113
2015-10-18,18,October,2015,49,Adults (35-64),M,France,Nord,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,942,2171,3113
2012-06-06,6,June,2012,56,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-250 Red, 58",2,1555,2443,1678,3110,4788
2011-06-06,6,June,2011,56,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-250 Red, 58",3,1555,2443,2517,4665,7182
2012-06-10,10,June,2012,56,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-250 Red, 58",2,1555,2443,1678,3110,4788
2011-06-10,10,June,2011,56,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443,839,1555,2394
2012-12-11,11,December,2012,56,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-250 Red, 58",2,1555,2443,1678,3110,4788
2011-12-11,11,December,2011,56,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-250 Red, 58",4,1555,2443,3357,6220,9577
2014-04-16,16,April,2014,56,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,1335,2171,3506
2016-04-16,16,April,2016,56,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,1335,2171,3506
2013-10-12,12,October,2013,24,Youth (<25),F,Germany,Saarland,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,763,2171,2934
2015-10-12,12,October,2015,24,Youth (<25),F,Germany,Saarland,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,763,2171,2934
2013-11-11,11,November,2013,24,Youth (<25),F,Germany,Saarland,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,763,2171,2934
2015-11-11,11,November,2015,24,Youth (<25),F,Germany,Saarland,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,763,2171,2934
2013-12-26,26,December,2013,24,Youth (<25),F,Germany,Saarland,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,763,2171,2934
2015-12-26,26,December,2015,24,Youth (<25),F,Germany,Saarland,Bikes,Road Bikes,"Road-150 Red, 62",3,2171,3578,2289,6513,8802
2012-03-14,14,March,2012,27,Young Adults (25-34),M,Germany,Saarland,Bikes,Road Bikes,"Road-150 Red, 48",2,2171,3578,1526,4342,5868
2011-03-14,14,March,2011,27,Young Adults (25-34),M,Germany,Saarland,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,763,2171,2934
2013-06-27,27,June,2013,27,Young Adults (25-34),M,Germany,Saarland,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,763,2171,2934
2015-06-27,27,June,2015,27,Young Adults (25-34),M,Germany,Saarland,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,763,2171,2934
2013-11-25,25,November,2013,27,Young Adults (25-34),M,Germany,Saarland,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,763,2171,2934
2015-11-25,25,November,2015,27,Young Adults (25-34),M,Germany,Saarland,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,763,2171,2934
2013-12-06,6,December,2013,27,Young Adults (25-34),M,Germany,Saarland,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,763,2171,2934
2015-12-06,6,December,2015,27,Young Adults (25-34),M,Germany,Saarland,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,763,2171,2934
2014-04-27,27,April,2014,27,Young Adults (25-34),M,Germany,Saarland,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,763,2171,2934
2016-04-27,27,April,2016,27,Young Adults (25-34),M,Germany,Saarland,Bikes,Road Bikes,"Road-150 Red, 48",2,2171,3578,1526,4342,5868
2014-06-06,6,June,2014,27,Young Adults (25-34),M,Germany,Saarland,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,763,2171,2934
2016-06-06,6,June,2016,27,Young Adults (25-34),M,Germany,Saarland,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,763,2171,2934
2014-06-19,19,June,2014,27,Young Adults (25-34),M,Germany,Saarland,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,763,2171,2934
2016-06-19,19,June,2016,27,Young Adults (25-34),M,Germany,Saarland,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,763,2171,2934
2014-06-27,27,June,2014,27,Young Adults (25-34),M,Germany,Saarland,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,763,2171,2934
2016-06-27,27,June,2016,27,Young Adults (25-34),M,Germany,Saarland,Bikes,Road Bikes,"Road-150 Red, 48",3,2171,3578,2289,6513,8802
2012-05-24,24,May,2012,43,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,1240,4342,5582
2011-05-24,24,May,2011,43,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,620,2171,2791
2012-06-21,21,June,2012,43,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,1240,4342,5582
2011-06-21,21,June,2011,43,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,620,2171,2791
2012-10-15,15,October,2012,43,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,1240,4342,5582
2011-10-15,15,October,2011,43,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 62",3,2171,3578,1860,6513,8373
2013-06-24,24,June,2013,43,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,620,2171,2791
2015-06-24,24,June,2015,43,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,620,2171,2791
2014-04-26,26,April,2014,43,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,620,2171,2791
2016-04-26,26,April,2016,43,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,1240,4342,5582
2014-06-01,1,June,2014,43,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,620,2171,2791
2016-06-01,1,June,2016,43,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,620,2171,2791
2014-06-08,8,June,2014,43,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,620,2171,2791
2016-06-08,8,June,2016,43,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,1240,4342,5582
2012-01-12,12,January,2012,30,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,1526,4342,5868
2011-01-12,12,January,2011,30,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,763,2171,2934
2013-04-16,16,April,2013,30,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,763,2171,2934
2015-04-16,16,April,2015,30,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,763,2171,2934
2013-05-05,5,May,2013,30,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,763,2171,2934
2015-05-05,5,May,2015,30,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,763,2171,2934
2014-01-01,1,January,2014,30,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,763,2171,2934
2016-01-01,1,January,2016,30,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,"Road-150 Red, 56",2,2171,3578,1526,4342,5868
2014-01-16,16,January,2014,30,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,763,2171,2934
2016-01-16,16,January,2016,30,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,"Road-150 Red, 56",2,2171,3578,1526,4342,5868
2012-01-22,22,January,2012,31,Young Adults (25-34),F,France,Val d'Oise,Bikes,Road Bikes,"Road-150 Red, 56",2,2171,3578,1311,4342,5653
2011-01-22,22,January,2011,31,Young Adults (25-34),F,France,Val d'Oise,Bikes,Road Bikes,"Road-150 Red, 56",3,2171,3578,1967,6513,8480
2012-01-04,4,January,2012,33,Young Adults (25-34),F,France,Nord,Bikes,Road Bikes,"Road-150 Red, 52",2,2171,3578,1884,4342,6226
2011-01-04,4,January,2011,33,Young Adults (25-34),F,France,Nord,Bikes,Road Bikes,"Road-150 Red, 52",2,2171,3578,1884,4342,6226
2012-01-10,10,January,2012,33,Young Adults (25-34),F,France,Nord,Bikes,Road Bikes,"Road-150 Red, 52",2,2171,3578,1884,4342,6226
2011-01-10,10,January,2011,33,Young Adults (25-34),F,France,Nord,Bikes,Road Bikes,"Road-150 Red, 52",3,2171,3578,2826,6513,9339
2013-04-17,17,April,2013,33,Young Adults (25-34),F,France,Nord,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,942,2171,3113
2015-04-17,17,April,2015,33,Young Adults (25-34),F,France,Nord,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,1884,4342,6226
2013-10-21,21,October,2013,33,Young Adults (25-34),F,France,Nord,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,942,2171,3113
2015-10-21,21,October,2015,33,Young Adults (25-34),F,France,Nord,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,942,2171,3113
2012-01-12,12,January,2012,33,Young Adults (25-34),F,France,Garonne (Haute),Bikes,Road Bikes,"Road-150 Red, 48",2,2171,3578,2385,4342,6727
2011-01-12,12,January,2011,33,Young Adults (25-34),F,France,Garonne (Haute),Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,1192,2171,3363
2012-01-01,1,January,2012,33,Young Adults (25-34),F,France,Yveline,Bikes,Road Bikes,"Road-150 Red, 48",2,2171,3578,1097,4342,5439
2011-01-01,1,January,2011,33,Young Adults (25-34),F,France,Yveline,Bikes,Road Bikes,"Road-150 Red, 48",2,2171,3578,1097,4342,5439
2012-02-27,27,February,2012,35,Adults (35-64),M,France,Seine et Marne,Bikes,Road Bikes,"Road-150 Red, 52",2,2171,3578,1526,4342,5868
2011-02-27,27,February,2011,35,Adults (35-64),M,France,Seine et Marne,Bikes,Road Bikes,"Road-150 Red, 52",4,2171,3578,3052,8684,11736
2014-03-23,23,March,2014,35,Adults (35-64),M,France,Seine et Marne,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,763,2171,2934
2016-03-23,23,March,2016,35,Adults (35-64),M,France,Seine et Marne,Bikes,Road Bikes,"Road-150 Red, 62",3,2171,3578,2289,6513,8802
2012-02-02,2,February,2012,21,Youth (<25),M,France,Yveline,Bikes,Road Bikes,"Road-750 Black, 52",2,344,540,133,688,821
2011-02-02,2,February,2011,21,Youth (<25),M,France,Yveline,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540,66,344,410
2012-02-24,24,February,2012,21,Youth (<25),F,France,Seine Saint Denis,Bikes,Road Bikes,"Road-150 Red, 52",2,2171,3578,1526,4342,5868
2011-02-24,24,February,2011,21,Youth (<25),F,France,Seine Saint Denis,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,763,2171,2934
2012-02-28,28,February,2012,21,Youth (<25),M,France,Seine (Paris),Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,1526,4342,5868
2011-02-28,28,February,2011,21,Youth (<25),M,France,Seine (Paris),Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,763,2171,2934
2012-02-14,14,February,2012,41,Adults (35-64),M,France,Essonne,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,2528,4342,6870
2011-02-14,14,February,2011,41,Adults (35-64),M,France,Essonne,Bikes,Road Bikes,"Road-150 Red, 44",4,2171,3578,5056,8684,13740
2012-02-18,18,February,2012,42,Adults (35-64),F,France,Seine (Paris),Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,1526,4342,5868
2011-02-18,18,February,2011,42,Adults (35-64),F,France,Seine (Paris),Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,763,2171,2934
2012-09-14,14,September,2012,42,Adults (35-64),F,France,Seine (Paris),Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,1526,4342,5868
2011-09-14,14,September,2011,42,Adults (35-64),F,France,Seine (Paris),Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,763,2171,2934
2014-05-19,19,May,2014,42,Adults (35-64),F,France,Seine (Paris),Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,763,2171,2934
2016-05-19,19,May,2016,42,Adults (35-64),F,France,Seine (Paris),Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,1526,4342,5868
2012-03-28,28,March,2012,56,Adults (35-64),F,France,Seine Saint Denis,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,1526,4342,5868
2011-03-28,28,March,2011,56,Adults (35-64),F,France,Seine Saint Denis,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,763,2171,2934
2012-03-04,4,March,2012,37,Adults (35-64),F,France,Essonne,Bikes,Road Bikes,"Road-150 Red, 48",2,2171,3578,2528,4342,6870
2011-03-04,4,March,2011,37,Adults (35-64),F,France,Essonne,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,1264,2171,3435
2014-03-14,14,March,2014,37,Adults (35-64),F,France,Essonne,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,1264,2171,3435
2016-03-14,14,March,2016,37,Adults (35-64),F,France,Essonne,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,1264,2171,3435
2014-04-30,30,April,2014,37,Adults (35-64),F,France,Essonne,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,1264,2171,3435
2016-04-30,30,April,2016,37,Adults (35-64),F,France,Essonne,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,1264,2171,3435
2012-03-23,23,March,2012,27,Young Adults (25-34),M,France,Yveline,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,1097,4342,5439
2011-03-23,23,March,2011,27,Young Adults (25-34),M,France,Yveline,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,548,2171,2719
2012-12-05,5,December,2012,27,Young Adults (25-34),M,France,Yveline,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,1097,4342,5439
2011-12-05,5,December,2011,27,Young Adults (25-34),M,France,Yveline,Bikes,Road Bikes,"Road-150 Red, 44",3,2171,3578,1645,6513,8158
2014-06-25,25,June,2014,27,Young Adults (25-34),M,France,Yveline,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,548,2171,2719
2016-06-25,25,June,2016,27,Young Adults (25-34),M,France,Yveline,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,548,2171,2719
2012-03-23,23,March,2012,28,Young Adults (25-34),M,France,Nord,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,1884,4342,6226
2011-03-23,23,March,2011,28,Young Adults (25-34),M,France,Nord,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,942,2171,3113
2012-12-12,12,December,2012,28,Young Adults (25-34),M,France,Nord,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,1884,4342,6226
2011-12-12,12,December,2011,28,Young Adults (25-34),M,France,Nord,Bikes,Road Bikes,"Road-150 Red, 44",3,2171,3578,2826,6513,9339
2013-04-04,4,April,2013,28,Young Adults (25-34),M,France,Nord,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,942,2171,3113
2015-04-04,4,April,2015,28,Young Adults (25-34),M,France,Nord,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,942,2171,3113
2014-03-29,29,March,2014,28,Young Adults (25-34),M,France,Nord,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,942,2171,3113
2016-03-29,29,March,2016,28,Young Adults (25-34),M,France,Nord,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,942,2171,3113
2012-04-14,14,April,2012,53,Adults (35-64),F,France,Hauts de Seine,Bikes,Road Bikes,"Road-250 Black, 44",2,1555,2443,1434,3110,4544
2011-04-14,14,April,2011,53,Adults (35-64),F,France,Hauts de Seine,Bikes,Road Bikes,"Road-250 Black, 44",1,1555,2443,717,1555,2272
2013-11-02,2,November,2013,53,Adults (35-64),F,France,Hauts de Seine,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,1157,2171,3328
2015-11-02,2,November,2015,53,Adults (35-64),F,France,Hauts de Seine,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,1157,2171,3328
2012-04-12,12,April,2012,48,Adults (35-64),M,France,Hauts de Seine,Bikes,Road Bikes,"Road-250 Black, 58",2,1555,2443,1434,3110,4544
2011-04-12,12,April,2011,48,Adults (35-64),M,France,Hauts de Seine,Bikes,Road Bikes,"Road-250 Black, 58",2,1555,2443,1434,3110,4544
2013-12-19,19,December,2013,48,Adults (35-64),M,France,Hauts de Seine,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,1157,2171,3328
2015-12-19,19,December,2015,48,Adults (35-64),M,France,Hauts de Seine,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,1157,2171,3328
2013-07-01,1,July,2013,48,Adults (35-64),F,Germany,Bayern,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443,864,1555,2419
2015-07-01,1,July,2015,48,Adults (35-64),F,Germany,Bayern,Bikes,Road Bikes,"Road-250 Red, 58",2,1555,2443,1727,3110,4837
2012-04-27,27,April,2012,24,Youth (<25),F,France,Essonne,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,2528,4342,6870
2011-04-27,27,April,2011,24,Youth (<25),F,France,Essonne,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,1264,2171,3435
2012-04-29,29,April,2012,26,Young Adults (25-34),M,France,Yveline,Bikes,Road Bikes,"Road-750 Black, 48",2,344,540,133,688,821
2011-04-29,29,April,2011,26,Young Adults (25-34),M,France,Yveline,Bikes,Road Bikes,"Road-750 Black, 48",4,344,540,266,1376,1642
2012-04-12,12,April,2012,27,Young Adults (25-34),F,France,Essonne,Bikes,Road Bikes,"Road-150 Red, 48",2,2171,3578,2528,4342,6870
2011-04-12,12,April,2011,27,Young Adults (25-34),F,France,Essonne,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,1264,2171,3435
2014-04-30,30,April,2014,27,Young Adults (25-34),F,France,Essonne,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,1264,2171,3435
2016-04-30,30,April,2016,27,Young Adults (25-34),F,France,Essonne,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,2528,4342,6870
2012-06-21,21,June,2012,41,Adults (35-64),M,United States,Oregon,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,1812,4342,6154
2011-06-21,21,June,2011,41,Adults (35-64),M,United States,Oregon,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,906,2171,3077
2012-08-08,8,August,2012,41,Adults (35-64),M,United States,Oregon,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,1812,4342,6154
2011-08-08,8,August,2011,41,Adults (35-64),M,United States,Oregon,Bikes,Road Bikes,"Road-150 Red, 62",4,2171,3578,3624,8684,12308
2013-07-29,29,July,2013,41,Adults (35-64),M,United States,Oregon,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,906,2171,3077
2015-07-29,29,July,2015,41,Adults (35-64),M,United States,Oregon,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,906,2171,3077
2014-06-28,28,June,2014,41,Adults (35-64),M,United States,Oregon,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,906,2171,3077
2016-06-28,28,June,2016,41,Adults (35-64),M,United States,Oregon,Bikes,Road Bikes,"Road-150 Red, 56",2,2171,3578,1812,4342,6154
2012-05-08,8,May,2012,31,Young Adults (25-34),M,France,Yveline,Bikes,Road Bikes,"Road-150 Red, 52",2,2171,3578,1097,4342,5439
2011-05-08,8,May,2011,31,Young Adults (25-34),M,France,Yveline,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,548,2171,2719
2012-07-19,19,July,2012,31,Young Adults (25-34),M,France,Yveline,Bikes,Road Bikes,"Road-150 Red, 52",2,2171,3578,1097,4342,5439
2011-07-19,19,July,2011,31,Young Adults (25-34),M,France,Yveline,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,548,2171,2719
2012-05-16,16,May,2012,31,Young Adults (25-34),M,France,Loiret,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,2027,4342,6369
2011-05-16,16,May,2011,31,Young Adults (25-34),M,France,Loiret,Bikes,Road Bikes,"Road-150 Red, 44",3,2171,3578,3040,6513,9553
2012-05-13,13,May,2012,33,Young Adults (25-34),M,France,Seine Saint Denis,Bikes,Road Bikes,"Road-150 Red, 52",2,2171,3578,1526,4342,5868
2011-05-13,13,May,2011,33,Young Adults (25-34),M,France,Seine Saint Denis,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,763,2171,2934
2013-05-18,18,May,2013,33,Young Adults (25-34),M,France,Seine Saint Denis,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,763,2171,2934
2015-05-18,18,May,2015,33,Young Adults (25-34),M,France,Seine Saint Denis,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,763,2171,2934
2013-10-26,26,October,2013,33,Young Adults (25-34),M,France,Seine Saint Denis,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,763,2171,2934
2015-10-26,26,October,2015,33,Young Adults (25-34),M,France,Seine Saint Denis,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,763,2171,2934
2012-05-29,29,May,2012,32,Young Adults (25-34),F,France,Essonne,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,2528,4342,6870
2011-05-29,29,May,2011,32,Young Adults (25-34),F,France,Essonne,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,1264,2171,3435
2012-05-17,17,May,2012,32,Young Adults (25-34),F,France,Loir et Cher,Bikes,Road Bikes,"Road-150 Red, 56",2,2171,3578,2027,4342,6369
2011-05-17,17,May,2011,32,Young Adults (25-34),F,France,Loir et Cher,Bikes,Road Bikes,"Road-150 Red, 56",2,2171,3578,2027,4342,6369
2012-04-07,7,April,2012,28,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,2671,4342,7013
2011-04-07,7,April,2011,28,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,1335,2171,3506
2012-04-16,16,April,2012,28,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,2671,4342,7013
2011-04-16,16,April,2011,28,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,1335,2171,3506
2012-04-29,29,April,2012,28,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,2671,4342,7013
2011-04-29,29,April,2011,28,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 62",4,2171,3578,5342,8684,14026
2012-06-24,24,June,2012,28,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,2671,4342,7013
2011-06-24,24,June,2011,28,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 62",4,2171,3578,5342,8684,14026
2012-07-10,10,July,2012,28,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,2671,4342,7013
2011-07-10,10,July,2011,28,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 62",3,2171,3578,4006,6513,10519
2012-07-22,22,July,2012,28,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,2671,4342,7013
2011-07-22,22,July,2011,28,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,1335,2171,3506
2012-12-22,22,December,2012,28,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,2671,4342,7013
2011-12-22,22,December,2011,28,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,2671,4342,7013
2013-01-02,2,January,2013,28,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,1335,2171,3506
2015-01-02,2,January,2015,28,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,1335,2171,3506
2013-01-17,17,January,2013,28,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,1335,2171,3506
2015-01-17,17,January,2015,28,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 62",3,2171,3578,4006,6513,10519
